State	LogProb	m[0][0]	m[0][1]	m[0][2]	m[0][3]	m[0][4]	m[0][5]	m[0][6]	m[1][0]	m[1][1]	m[1][2]	m[1][3]	m[1][4]	m[1][5]	m[1][6]	m[2][0]	m[2][1]	m[2][2]	m[2][3]	m[2][4]	m[2][5]	m[2][6]	m[3][0]	m[3][1]	m[3][2]	m[3][3]	m[3][4]	m[3][5]	m[3][6]	m[4][0]	m[4][1]	m[4][2]	m[4][3]	m[4][4]	m[4][5]	m[4][6]	m[5][0]	m[5][1]	m[5][2]	m[5][3]	m[5][4]	m[5][5]	m[5][6]	m[6][0]	m[6][1]	m[6][2]	m[6][3]	m[6][4]	m[6][5]	m[6][6]	
592000	-5216.29	0.868378	0.0295728	0.0364284	0.00269477	0.0237498	0.0131377	0.0260385	0.00352957	0.871413	0.020591	0.0743438	0.0141682	0.00128592	0.0146686	0.0213848	0.0773748	0.850308	0.0161167	0.00553831	0.00891602	0.0203618	0.0275636	0.196468	0.0661072	0.673841	0.00844396	0.0098196	0.0177565	0.171133	0.0823796	0.0455576	0.00949805	0.671522	0.0149846	0.00492501	0.102732	0.020144	0.015751	0.0162793	0.136452	0.678064	0.0305777	0.00302715	0.146149	0.0807738	0.0154054	0.0464499	0.0156182	0.692576	
594000	-5184.92	0.925611	0.00499444	0.0324692	0.0113971	0.013574	0.00797353	0.00398103	0.00489068	0.853037	0.000596392	0.0827913	0.02219	0.00132555	0.0351692	0.000827037	0.0194431	0.854811	0.0164169	0.0156762	0.0151361	0.0776898	0.00300449	0.225236	0.0565009	0.671335	0.00215218	0.02152	0.0202516	0.152241	0.084879	0.00385996	0.0329361	0.691428	0.0324334	0.00222239	0.0250819	0.118001	0.0257358	0.0269504	0.0268181	0.74765	0.029762	1.57911e-005	0.130875	0.130608	0.0143928	0.00745156	0.0330029	0.683654	
596000	-5229.29	0.891116	0.00702007	0.0334582	0.0315937	0.00658487	0.0196546	0.0105725	0.0240563	0.906649	0.00231936	0.0395687	0.00131672	0.00319766	0.0228926	0.00813341	0.0308961	0.86644	0.00572958	0.00389061	0.027749	0.0571609	0.0266989	0.224277	0.0617755	0.67348	0.00745314	0.00137091	0.00494427	0.136695	0.0978775	0.00624283	0.0051408	0.681656	0.0630495	0.00933885	0.00443273	0.0806533	0.0577068	0.123233	0.0226815	0.678756	0.032537	0.0220531	0.176772	0.077024	0.00970734	0.00691959	0.0106535	0.696871	
598000	-5199.02	0.91422	0.00325478	0.00676382	0.0210175	0.0348787	0.0166796	0.00318566	0.0030175	0.897698	0.0166333	0.037248	0.0338956	0.00365764	0.00784985	0.00868097	0.00659142	0.886644	0.0101315	0.0174782	0.0186963	0.0517779	0.0127129	0.224277	0.0570463	0.667344	0.00673785	0.0217933	0.0100883	0.113337	0.085721	0.0565381	0.019536	0.674585	0.0485341	0.001749	0.0478967	0.056047	0.0992063	0.0441214	0.0357607	0.691388	0.0255799	0.00440797	0.0926933	0.104769	0.0905506	0.0226679	0.0152841	0.669627	
600000	-5223.26	0.907521	0.022813	0.043478	0.0104824	0.00690264	0.0062212	0.00258137	0.029258	0.779851	0.00741035	0.150532	0.0157236	0.0152055	0.00201934	0.00129339	0.0300182	0.833355	0.0367416	0.000645393	0.0601245	0.0378214	0.00588359	0.221247	0.0753156	0.671245	0.00704377	0.0171453	0.00211947	0.195132	0.04848	0.00559385	0.000649885	0.668441	0.0347049	0.0469988	0.0297507	0.0241769	0.0776214	0.0489414	0.0720398	0.741738	0.00573215	0.00616367	0.128831	0.126354	0.0114634	0.00430372	0.0214643	0.701419	
602000	-5179.53	0.917651	0.0181283	0.00148659	0.0485582	0.00537332	0.0062212	0.00258137	0.0224311	0.847179	0.00245421	0.111684	0.00218946	0.00641952	0.00764251	0.00675271	0.0171054	0.873708	0.0331682	0.00881579	0.0286664	0.031784	0.00771475	0.214231	0.0654833	0.671211	0.00296884	0.0292214	0.00916944	0.166735	0.0605169	0.0530808	0.000502281	0.682982	0.00186748	0.0343153	0.00867618	0.0218863	0.0602259	0.162778	0.0252629	0.717658	0.00351352	0.0231736	0.113927	0.144524	0.00466134	0.00485346	0.0347184	0.674142	
604000	-5201.17	0.904636	0.00775049	0.00183045	0.0225652	0.0158993	0.0288657	0.0184527	0.00461627	0.911376	0.00210855	0.0511373	0.0131571	0.006095	0.0115093	0.00633348	0.0312803	0.828199	0.013091	0.00140539	0.0524181	0.0672726	0.0319547	0.231869	0.050457	0.672356	0.00241652	0.00378775	0.00715884	0.172418	0.00578692	0.0408383	0.0208076	0.691293	0.0218808	0.0469758	0.0661142	0.012012	0.0903709	0.0831213	0.0458666	0.702384	0.00013112	0.0101968	0.113039	0.118139	0.00428127	0.0368269	0.0426662	0.674851	
606000	-5248.36	0.88536	0.011302	0.00948461	0.00775183	0.028568	0.0356986	0.0218355	0.00167775	0.850613	0.0169857	0.0656707	0.013735	0.0203233	0.0309942	0.00165073	0.0133821	0.885648	0.0471295	0.0157762	0.0187631	0.0176501	0.0202143	0.253762	0.0407345	0.672592	0.00457802	0.000831366	0.00728847	0.19258	0.0147749	0.0111883	0.0029996	0.690473	0.0263266	0.0616579	0.0328722	0.0194843	0.216397	0.0207929	0.0104925	0.676458	0.0235034	0.0253996	0.0836078	0.114759	0.00436188	0.0052358	0.0352415	0.731395	
608000	-5248.05	0.915315	0.0205504	0.00782472	0.00616499	0.00410299	0.0341534	0.0118887	0.011627	0.789134	0.017968	0.142158	0.00163704	0.00638537	0.0310914	0.00165073	0.00841572	0.867598	0.0208343	0.0016923	0.0183265	0.0814823	0.0198141	0.264164	0.0306533	0.667218	0.00816935	0.00494569	0.00503644	0.211536	0.0391802	0.0132224	0.00845589	0.681343	0.024973	0.0212889	0.00862261	0.091347	0.0518595	0.0649428	0.0169439	0.747239	0.019045	0.00494756	0.10751	0.190473	0.00846764	0.0020611	0.0191268	0.667414	
610000	-5260.06	0.905052	0.0444442	0.00884813	0.0133988	0.000520136	0.0267099	0.00102644	0.0057682	0.766683	0.00578546	0.129613	0.0157891	6.03005e-005	0.0763008	0.00282458	0.00135656	0.843998	0.023106	0.00603274	0.0418591	0.0808229	0.0123216	0.226629	0.0493339	0.686573	0.00113397	0.0218654	0.00214276	0.173039	0.0288892	0.00261727	0.0172793	0.704292	0.0175256	0.0563579	0.0163901	0.180674	0.0181071	0.073085	0.00490462	0.688984	0.017855	0.00478593	0.0679898	0.163574	0.0122993	0.0193725	0.000339169	0.731639	
612000	-5227.95	0.868326	0.0918217	0.014311	0.00269986	0.0132057	0.00860894	0.00102644	0.00299289	0.804504	0.000789169	0.10966	0.0154829	0.0324622	0.034108	0.00282458	0.00135656	0.871478	0.0187523	0.0206225	0.0386176	0.0463487	0.019342	0.230124	0.0529782	0.68066	0.00720526	0.00738716	0.00230398	0.196729	0.0581397	0.0237659	0.00204086	0.697965	0.0172994	0.00406012	0.0793726	0.0700116	0.0654094	0.0493078	0.0355676	0.691248	0.00908251	0.00186283	0.118964	0.0897243	0.000379052	0.0301966	0.0834538	0.675419	
614000	-5222.83	0.902689	0.0301999	0.0112449	0.0068499	0.0309168	0.00856255	0.00953743	0.00137246	0.855982	0.0122892	0.0802389	0.0108787	0.00311338	0.0361255	0.00120884	0.00939203	0.874807	0.018319	0.00930497	0.0373459	0.0496223	0.0197056	0.233097	0.0477664	0.673321	0.00421481	0.00814696	0.0137481	0.243258	0.0294399	0.0121317	0.0343917	0.676502	0.00293164	0.0013443	0.0968359	0.11901	0.0344365	0.0111666	0.00271982	0.679234	0.0565973	0.0121954	0.127632	0.103647	0.0310527	0.00813169	0.0170405	0.700301	
616000	-5226.12	0.918465	0.0076635	0.031239	0.00187628	0.011267	0.0198883	0.00960065	0.00824031	0.865864	0.00369189	0.0431061	0.0275677	0.0233579	0.0281724	0.0182507	0.0232652	0.835046	0.0252945	0.0321871	0.0136736	0.0522832	0.0128688	0.199492	0.0553185	0.67779	0.00842202	0.0178145	0.028294	0.241859	0.00173015	0.0359782	0.00700826	0.666943	0.0248154	0.0216666	0.128353	0.0198956	0.0826706	0.0273315	0.0292447	0.70028	0.0122241	0.00551753	0.0931984	0.119074	0.0530098	0.00958926	0.0254083	0.694203	
618000	-5221.03	0.921791	0.0158644	0.0128834	0.0144323	0.00244507	0.00489617	0.0276872	0.00430161	0.745649	0.0160737	0.171831	0.00788235	0.000862836	0.0533998	0.0182507	0.00942488	0.875115	0.0549795	0.000293272	0.0121416	0.0297949	0.018826	0.220908	0.0417523	0.669135	0.0165956	0.00729944	0.0254834	0.17116	0.0465641	0.0290911	0.0347794	0.675976	0.0399387	0.00249103	0.0455489	0.115036	0.0789127	0.0316557	0.0242846	0.701242	0.00331994	0.0042875	0.188513	0.103056	0.00449881	0.00371551	0.0198586	0.676071	
620000	-5232.61	0.935585	0.0158644	0.0252928	0.00371623	0.00244507	0.00921816	0.00787868	0.00104444	0.798902	0.0296787	0.114678	0.0135848	0.0339867	0.00812568	0.0097085	0.0195599	0.910977	0.0106846	0.000293272	0.00915397	0.0396223	0.0155076	0.220908	0.0538353	0.673673	0.00142695	0.0014402	0.033209	0.243826	0.0263367	0.0121303	0.0157848	0.6731	0.0230822	0.00574009	0.0233098	0.116616	0.0802799	0.0389926	0.00393782	0.718179	0.0186842	0.00741498	0.139263	0.127006	0.00841	0.00843966	0.0182576	0.691209	
622000	-5197.92	0.917752	0.0250253	0.0274874	0.00523889	0.00181962	0.0150504	0.00762653	0.0711178	0.822574	0.0208805	0.0270609	0.00768229	0.00479985	0.0458847	0.00227666	0.00940127	0.859153	0.0598602	0.00224462	0.00880341	0.0582612	0.0214327	0.228883	0.0385325	0.670396	0.00435355	0.00615881	0.0302432	0.189123	0.0358246	0.0525808	0.0110445	0.673957	0.0334161	0.00405447	0.0250773	0.240351	0.00331436	0.0140268	0.00150007	0.692913	0.0228172	0.014713	0.126061	0.155548	0.00780008	0.00632264	0.00208784	0.687467	
624000	-5168.26	0.893606	0.00417096	0.0561478	0.0221304	0.00181962	0.0037663	0.0183585	0.00715571	0.882096	0.0169032	0.0632033	0.00468962	0.0120765	0.0138755	0.00227666	0.018266	0.882751	0.0306939	0.0135782	0.0327813	0.019653	0.017165	0.231159	0.0400332	0.669971	0.0015557	0.0038273	0.0362884	0.207707	0.00575336	0.0859444	0.0099629	0.667468	0.0208322	0.00233235	0.0206494	0.236003	0.0192744	0.00758618	0.0190735	0.69263	0.0047838	0.0197205	0.131038	0.152302	0.0081742	0.00105281	0.010151	0.677561	
626000	-5189.14	0.896511	0.0202439	0.0254094	0.00468685	0.00548349	0.00201857	0.0456472	0.0135778	0.881664	0.000362036	0.0791796	0.00926707	0.00700028	0.00894899	0.0115511	0.00625533	0.892839	0.0181437	0.0074325	0.0116907	0.052088	0.00673726	0.221428	0.0628683	0.674963	0.0112762	0.00344068	0.0192864	0.256096	0.00560397	0.0339064	0.0119942	0.67611	0.00775708	0.00853187	0.0616725	0.125308	0.0248314	0.0538517	0.0615172	0.672058	0.000760359	0.00946682	0.159558	0.104068	0.00231196	0.0221693	0.0150265	0.687399	
628000	-5229.57	0.902335	0.0152484	0.0180118	0.0233857	0.0205374	0.00341732	0.0170647	0.0281137	0.841772	0.0295216	0.0608471	0.00222276	0.00429809	0.0332245	0.00294664	0.0181301	0.867951	0.00941449	0.012953	0.0472506	0.0413538	0.0197424	0.221428	0.0557379	0.669428	0.0115187	0.00152123	0.0206233	0.16631	0.0671514	0.0400789	0.026651	0.672887	0.0074845	0.0194366	0.106967	0.0220223	0.109387	0.060697	0.001347	0.695623	0.00395636	0.0377505	0.0764579	0.10761	0.0564063	0.0259615	0.0173366	0.678478	
630000	-5207.18	0.918685	0.0170025	0.0217406	0.0297401	0.0056385	0.000271856	0.00692155	0.0262628	0.885425	0.00602916	0.015754	0.0180271	0.041101	0.00740057	0.00294664	0.00772636	0.940313	0.00951745	0.00715636	0.0136293	0.0187109	0.00789025	0.207888	0.0496541	0.680056	0.0132767	0.00906917	0.0321662	0.189705	0.0361348	0.0500637	0.0186986	0.67097	0.0186966	0.0157318	0.0834022	0.117851	0.0198398	0.0568448	0.0314028	0.682393	0.00826731	0.00845134	0.123167	0.112592	0.0157907	0.00622582	0.0534821	0.680291	
632000	-5220.33	0.90839	0.0120923	0.0021171	0.000977642	0.0174727	0.0281989	0.0307514	0.013917	0.812968	0.0369283	0.100876	3.54932e-005	0.00222409	0.0330516	0.00294664	0.00772636	0.896009	0.00931339	0.00715636	0.0293929	0.0474552	0.0169088	0.206293	0.0591704	0.677342	0.000497048	0.0160192	0.0237697	0.159254	0.0195251	0.0558521	0.0537456	0.698023	0.0117267	0.00187355	0.0151624	0.0889185	0.0402394	0.0321448	0.0543389	0.682033	0.0871632	0.00666816	0.179793	0.111476	0.00931546	0.00450318	0.00220517	0.686039	
634000	-5206.98	0.911343	0.010187	0.0161835	0.016435	0.0165054	0.0115843	0.0177618	0.0264556	0.915118	0.00331406	0.0416031	0.00896405	0.00108445	0.00346033	0.00294664	0.019213	0.926047	0.00869097	0.0047678	0.0103941	0.0279407	0.00758917	0.201336	0.0493659	0.718928	0.000914601	0.0125141	0.00935292	0.162677	0.0359645	0.0205956	0.00831545	0.693903	0.0121032	0.0664413	0.0198841	0.0206003	0.0635328	0.158219	0.0388434	0.695917	0.00300339	0.0194387	0.133029	0.117196	0.0376365	0.007436	0.000813044	0.684451	
636000	-5251.55	0.882284	0.00492698	0.00583518	0.0399435	0.00423576	0.0181789	0.044596	0.00759806	0.912366	0.00331406	0.0235576	0.0275877	0.00717499	0.0184015	0.00294664	0.00420738	0.872252	0.0248178	0.00210534	0.0390487	0.0546221	0.0213219	0.198975	0.0488979	0.702702	0.00110168	0.000366379	0.0266355	0.179108	0.0525135	0.0303954	0.0033781	0.687386	0.0342815	0.0129378	0.0163061	0.0716502	0.11795	0.046199	0.0302621	0.716919	0.000712983	0.0150209	0.143374	0.163665	0.000481625	0.00578533	0.00408672	0.667587	
638000	-5256.65	0.925815	0.00920478	0.049252	0.00100371	0.000630648	0.00288737	0.0112061	0.00565844	0.861165	0.0395063	0.0356359	0.0129876	0.0319492	0.0130979	0.00314123	0.0168992	0.882303	0.0257935	0.0168879	0.0227862	0.032189	0.0380902	0.213382	0.0395357	0.676958	0.0142684	0.00563784	0.0121279	0.186592	0.0294302	0.0359782	0.0361408	0.672688	0.0167243	0.0224471	0.0124912	0.114735	0.0350954	0.0839675	0.00907703	0.705662	0.0389723	0.023836	0.0747004	0.205961	0.00360002	0.00412625	0.0150589	0.672718	
640000	-5263.18	0.900723	0.030812	0.0232033	0.0192671	0.0230083	0.00132778	0.0016587	0.0265352	0.795215	0.0659985	0.0988922	0.00662105	0.00641898	0.000318978	0.00101728	0.0147616	0.891647	0.0290053	0.0209309	0.0191636	0.0234743	0.0418048	0.230457	0.0318296	0.678192	0.00330391	0.00475037	0.00966301	0.222619	0.029105	0.00918131	0.00467893	0.670573	0.0505934	0.0132488	0.00191462	0.0428717	0.067021	0.116153	0.00157204	0.764526	0.00594202	0.000419152	0.0655577	0.141106	0.0697311	0.0143214	0.0024219	0.706443	
642000	-5259.44	0.927084	0.00709385	0.00504321	0.0320729	0.00531537	0.00371251	0.0196786	0.0284779	0.854094	0.00727076	0.0695505	0.00584767	0.0118845	0.0228747	0.0137641	0.0117611	0.898679	0.0180635	0.00513443	0.0152698	0.037328	0.0449121	0.205983	0.00777948	0.703325	0.00719831	0.0169334	0.0138684	0.235024	0.0325518	0.00350155	0.0233704	0.674147	0.0123553	0.0190505	0.104682	0.00848345	0.124362	0.0147414	0.0039833	0.707155	0.0365922	0.0235135	0.122496	0.112421	0.0401387	0.0021452	0.00376066	0.695525	
644000	-5251.84	0.905633	0.00743994	0.0123494	0.0461644	0.0188621	0.00431609	0.00523474	0.0287668	0.875706	0.0106549	0.00996276	0.0163554	0.0161774	0.0423772	0.00496259	0.00128823	0.874474	0.0471858	0.00261216	0.0133715	0.0561054	0.0206081	0.224786	0.0206384	0.69782	0.0216598	0.00114038	0.0133474	0.231836	0.0271493	0.0180603	0.0038143	0.666736	0.0163	0.0361038	0.0711613	0.134594	0.0549014	0.0166528	0.017228	0.678476	0.0269867	0.00150018	0.17857	0.0912911	0.0328143	0.00596327	0.0189989	0.670862	
646000	-5232.62	0.882679	0.022483	0.0443489	0.0250521	0.0180121	0.0063925	0.00103214	0.0380272	0.856292	0.0133925	0.00294381	0.00656201	0.0426781	0.0401048	0.0129737	0.0119934	0.862248	0.0472789	0.0111721	0.00741815	0.0469157	0.0522855	0.189374	0.0242574	0.702845	0.00118525	0.014652	0.0154013	0.175694	0.0876164	0.00133134	0.014499	0.676932	0.0192775	0.0246494	0.0861557	0.0594729	0.0614375	0.0757158	0.0133572	0.672686	0.0311746	0.0636582	0.139561	0.0958984	2.89826e-005	0.000710601	0.0197548	0.680388	
648000	-5256.7	0.936618	0.004453	0.0433446	0.000209749	0.00504617	0.00757742	0.00275158	0.020129	0.817799	0.0164583	0.0658609	0.000636399	0.0502216	0.0288946	5.83201e-006	0.0073455	0.869564	0.037988	0.0095647	0.0619078	0.0136243	0.0177998	0.229415	0.0302583	0.698437	0.0102136	0.000646502	0.0132305	0.176617	0.0711031	0.0301894	0.00194423	0.680322	0.00405439	0.0357696	0.076665	0.0412109	0.0903453	0.081934	0.0272032	0.675207	0.00743423	0.0118385	0.120504	0.0735075	0.0482019	0.0406678	0.0190197	0.68626	
650000	-5241.68	0.857032	0.0293564	0.0498781	0.00586766	0.0197613	0.00141147	0.0366934	0.00553506	0.897027	0.00708928	0.020477	0.0321698	0.0141139	0.0235885	5.83201e-006	0.00572719	0.871353	0.0796348	0.00201887	0.0221991	0.019061	0.0352305	0.218243	0.0416747	0.669359	0.0121368	0.00613013	0.0172262	0.20042	0.000700857	0.0262532	0.0323932	0.688519	0.0249757	0.0267389	0.0581772	0.00961127	0.112677	0.0376683	0.00244895	0.773998	0.00541932	0.0357278	0.0718229	0.143928	0.04653	0.0092292	0.0182353	0.674527	
652000	-5281.71	0.901364	0.0205533	0.00180829	0.00939289	0.00757046	0.0462048	0.0131066	0.0158562	0.866846	0.0166012	0.0170668	0.00705811	0.0626799	0.0138918	0.00163669	0.0160784	0.906047	0.0295851	0.00598967	0.0118761	0.0287868	0.0212449	0.218243	0.0480868	0.677611	0.0161576	0.00581113	0.0128456	0.225448	0.00893111	0.0759204	0.0167166	0.666742	0.00560971	0.000632571	0.0285569	0.03387	0.153158	0.0846239	0.0137029	0.676534	0.00955383	0.0164978	0.0783578	0.138637	0.0632271	0.00237553	0.0266293	0.674276	
654000	-5267.27	0.901945	0.00931439	0.0470251	0.0175427	0.0227557	0.00101899	0.00039814	0.00396906	0.859408	0.0475458	0.0413121	0.0350976	0.00479042	0.00787665	0.0114172	0.0758864	0.796843	0.0395567	0.000626072	0.0134195	0.0622512	0.018729	0.194982	0.0789545	0.667292	0.00455751	0.0249973	0.010488	0.259514	0.0157548	0.0179744	0.00181906	0.680449	0.0153664	0.00912235	0.034522	0.0429422	0.179195	0.0366025	0.0268167	0.673492	0.00642976	0.00902373	0.0916596	0.175806	0.0343553	0.00421818	0.0151121	0.669825	
656000	-5253.16	0.902387	0.0329911	0.0191505	0.0325909	0.000212549	0.005715	0.00695305	0.0149857	0.867451	0.00408425	0.0507015	0.0106042	0.0478333	0.00433966	0.00123217	0.0567315	0.889903	0.011225	0.00118964	0.00487824	0.0348403	0.0229206	0.199495	0.0811044	0.677184	0.00395294	0.0125543	0.00278906	0.26134	0.0178329	0.0367427	0.00030139	0.672099	0.000869528	0.0108147	0.021993	0.0414795	0.16085	0.0229611	0.00906455	0.711421	0.032231	0.00074457	0.120735	0.181441	0.0111477	0.00393613	0.00973833	0.672257	
658000	-5242.03	0.866574	0.0153466	0.01333	0.00411439	0.00356534	0.0199678	0.0771021	0.00374643	0.859953	0.00338053	0.0782044	0.00392572	0.0480726	0.00271761	0.00186809	0.0122097	0.886495	0.00684742	0.0138959	0.0321436	0.04654	0.0488454	0.190206	0.0619541	0.676718	0.00542484	0.0146808	0.00217097	0.25894	0.0210049	0.0035454	0.0193323	0.679069	0.0101446	0.00796393	0.0501237	0.0243076	0.141495	0.0702893	0.0091779	0.683158	0.0214495	0.000862451	0.121829	0.166154	0.0111187	0.0128209	0.0176627	0.669552	
660000	-5249.02	0.885225	0.00277466	0.0577737	0.0216018	0.00171569	0.000382891	0.0305263	0.00658526	0.939642	0.013817	0.0107839	0.00229342	0.00614318	0.0207349	0.0153286	0.025004	0.856529	0.0333178	0.0149362	0.0130948	0.0417898	0.0275011	0.163756	0.0964571	0.688192	0.00272266	0.0193923	0.00197828	0.252253	0.0245762	0.00834385	0.0249379	0.669386	0.0159051	0.0045975	0.0540311	0.032295	0.114229	0.0321003	0.0479343	0.667897	0.0515134	0.000304655	0.122329	0.179671	0.0164391	0.00526155	0.0063384	0.669657	
662000	-5263.16	0.93063	0.0203343	0.0182735	0.00122712	0.00843495	0.000382891	0.0207176	0.00719895	0.922559	0.000196095	0.0241373	0.0104035	0.0180585	0.0174466	0.0357207	0.0349443	0.786984	0.040471	0.012694	0.00424374	0.0849422	0.0292904	0.203448	0.0659812	0.679946	0.00780064	0.00418377	0.00935083	0.231091	0.0226735	0.0214403	0.00937887	0.679128	0.0072115	0.0290766	0.108994	0.0522699	0.0532945	0.0214932	0.0139282	0.747008	0.00301155	0.049232	0.149456	0.0760552	0.00511025	0.025044	0.0156788	0.679423	
664000	-5252.56	0.864981	0.0414602	0.0498671	0.00407805	0.00378907	0.000842053	0.0349827	0.00644039	0.938672	0.00111068	0.00600071	0.00247804	0.00896093	0.0363373	0.00763688	0.0815822	0.841569	0.00359612	0.0141039	0.00992709	0.0415846	0.0202831	0.208982	0.0588744	0.677966	0.00150163	0.0249676	0.0074254	0.219478	0.0201983	0.0292908	0.0187876	0.694592	0.0114907	0.00616308	0.00419066	0.0761986	0.17985	0.0546578	0.00739566	0.670926	0.00678109	0.00805756	0.131905	0.145045	0.020047	0.0240783	0.00388196	0.666985	
666000	-5262.6	0.924919	0.0196306	0.0285692	0.00356278	0.00685764	0.000842053	0.0156184	0.00790659	0.911078	0.00822645	0.0114777	0.00408548	0.054496	0.00272933	0.00721529	0.101724	0.812139	0.0133963	0.00407111	0.0151854	0.0462689	0.0121492	0.208424	0.0694664	0.678105	0.00341288	0.0234334	0.00500914	0.184966	0.076619	0.00598051	0.0198119	0.692934	0.0134417	0.00624687	0.0287635	0.0223855	0.208737	0.0294819	0.0293886	0.680922	0.000322224	0.0120216	0.16123	0.099222	0.0204957	0.0226392	0.0100146	0.674377	
668000	-5273.11	0.932412	0.0302828	0.00958049	0.00829706	0.000872089	0.000988459	0.0175669	0.00579954	0.927673	0.0112942	0.0211999	0.00986758	0.00808251	0.0160829	0.0110125	0.096408	0.808242	0.0184439	0.00781437	0.0129242	0.0451552	0.0132891	0.212446	0.0563138	0.691265	0.0142881	0.0122448	0.000153399	0.229092	0.00218562	0.00250247	0.0100689	0.675996	0.00357034	0.076585	0.0558985	0.0521594	0.0995849	0.00389059	0.0316675	0.714647	0.0421522	0.00539668	0.160717	0.120203	0.00313361	0.0200408	0.000597261	0.689911	
670000	-5264.26	0.892817	0.0399763	0.0219582	0.00827518	0.0105901	0.0092049	0.0171784	0.0281433	0.836899	0.00253001	0.0812163	0.00209385	0.00205172	0.0470659	0.0299909	0.0304599	0.805247	0.0405276	0.0147836	0.00911333	0.0698781	0.0206538	0.198752	0.0410098	0.699503	0.0138155	0.00848837	0.0177768	0.26513	0.01165	0.00618709	0.0108051	0.666962	0.0344568	0.00480891	0.167695	0.0139779	0.0861234	0.0197588	0.0100466	0.672273	0.0301251	0.0250736	0.14689	0.109612	0.0245489	0.00526668	0.012982	0.675627	
672000	-5291.95	0.935772	0.00833098	0.00501653	0.011103	0.0178686	0.0092049	0.0127043	0.0400125	0.906656	0.00800482	0.00241928	0.00448423	0.00224058	0.036183	0.0372134	0.0486076	0.853145	0.0277351	0.00345558	0.00480914	0.0250345	0.0396215	0.210982	0.0340227	0.676224	0.0310077	0.00513148	0.00301096	0.163718	0.0498167	0.0488684	0.05429	0.671071	0.00325503	0.00898076	0.120221	0.0188109	0.128077	0.0100482	0.0241409	0.696544	0.0021576	0.000662401	0.0967911	0.106587	0.00720423	0.0161167	0.0661305	0.706509	
674000	-5259.44	0.918606	0.0152688	0.0116357	0.0231289	0.0224618	0.00710639	0.00179214	0.0280058	0.89817	0.00372207	0.00945561	0.00784851	0.0172707	0.0355269	0.00551088	0.00903979	0.89569	0.0651215	7.00909e-005	0.00480914	0.0197581	0.0159247	0.226551	0.041689	0.678793	0.0142252	0.0223684	0.000448819	0.196749	0.0675668	0.00325513	0.0117047	0.709719	0.00497361	0.00603095	0.0111026	0.0245243	0.24349	0.0334351	0.000589085	0.673198	0.0136619	0.0117	0.0884661	0.105155	0.0105043	0.08229	0.0115591	0.690325	
676000	-5265.41	0.91914	0.0481081	0.00648195	0.000715231	0.0161443	0.00295064	0.00645977	0.00846537	0.879134	0.0164673	0.0369309	0.0442752	0.0124218	0.00230579	0.0190409	0.0130589	0.862689	0.0609539	0.00837987	0.00521588	0.0306615	0.0296857	0.249054	0.044134	0.668564	0.00322935	0.00206851	0.00326444	0.165989	0.0254908	0.0715267	0.0526132	0.674625	0.00491278	0.00484309	0.0150508	0.00541019	0.258239	0.0253213	0.0100328	0.671278	0.0146676	0.0185864	0.120626	0.138633	0.00246312	0.0149654	0.0216293	0.683097	
